JobIDRaw|JobName|State|Elapsed|Timelimit|ReqMem|MaxRSS|AllocCPUS|TotalCPU|ExitCode
38074957.batch|batch|COMPLETED|00:03:26||64Gn|5325248K|8|03:09.661|0:0
38074957.extern|extern|COMPLETED|00:03:26||64Gn|2864K|8|00:00.001|0:0
38074958|Xenium_RLSubsets|COMPLETED|00:03:40|04:00:00|64Gn||8|03:22.881|0:0
38074958.batch|batch|COMPLETED|00:03:40||64Gn|3817708K|8|03:22.879|0:0
38074958.extern|extern|COMPLETED|00:03:40||64Gn|2864K|8|00:00.001|0:0
38074959|Xenium_RLSubsets|COMPLETED|00:03:29|04:00:00|64Gn||8|03:27.115|0:0
38074959.batch|batch|COMPLETED|00:03:29||64Gn|5271688K|8|03:27.114|0:0
38074959.extern|extern|COMPLETED|00:03:29||64Gn|2864K|8|00:00:00|0:0
38074960|Xenium_RLSubsets|COMPLETED|00:06:37|04:00:00|64Gn||8|06:34.936|0:0
38074960.batch|batch|COMPLETED|00:06:37||64Gn|7814028K|8|06:34.936|0:0
38074960.extern|extern|COMPLETED|00:06:37||64Gn|2864K|8|00:00:00|0:0
38074961|Xenium_RLSubsets|FAILED|00:00:28|04:00:00|64Gn||8|00:25.384|1:0
38074961.batch|batch|FAILED|00:00:28||64Gn|3172K|8|00:25.383|1:0
38074961.extern|extern|COMPLETED|00:00:28||64Gn|2864K|8|00:00:00|0:0
38074962|Xenium_RLSubsets|COMPLETED|00:03:11|04:00:00|64Gn||8|03:07.580|0:0
38074962.batch|batch|COMPLETED|00:03:11||64Gn|6035472K|8|03:07.579|0:0
38074962.extern|extern|COMPLETED|00:03:11||64Gn|348K|8|00:00:00|0:0
38074963|Xenium_RLSubsets|FAILED|00:00:32|04:00:00|64Gn||8|00:29.340|1:0
38074963.batch|batch|FAILED|00:00:32||64Gn|3047904K|8|00:29.339|1:0
38074963.extern|extern|COMPLETED|00:00:32||64Gn|2864K|8|00:00:00|0:0
38074964|Xenium_RLSubsets|FAILED|00:00:42|04:00:00|64Gn||8|00:39.513|1:0
38074964.batch|batch|FAILED|00:00:42||64Gn|3218660K|8|00:39.512|1:0
38074964.extern|extern|COMPLETED|00:00:42||64Gn|2864K|8|00:00:00|0:0
38074965|Xenium_RLSubsets|FAILED|00:00:44|04:00:00|64Gn||8|00:40.409|1:0
38074965.batch|batch|FAILED|00:00:44||64Gn|3406800K|8|00:40.408|1:0
38074965.extern|extern|COMPLETED|00:00:44||64Gn|2864K|8|00:00:00|0:0
38074966|Xenium_RLSubsets|FAILED|00:00:44|04:00:00|64Gn||8|00:40.730|1:0
38074966.batch|batch|FAILED|00:00:44||64Gn|3340824K|8|00:40.729|1:0
38074966.extern|extern|COMPLETED|00:00:44||64Gn|2864K|8|00:00.001|0:0
38074967|Xenium_RLSubsets|COMPLETED|00:04:51|04:00:00|64Gn||8|04:47.703|0:0
38074967.batch|batch|COMPLETED|00:04:51||64Gn|5990272K|8|04:47.703|0:0
38074967.extern|extern|COMPLETED|00:04:51||64Gn|2864K|8|00:00:00|0:0
38074968|Xenium_RLSubsets|COMPLETED|00:05:43|04:00:00|64Gn||8|05:39.641|0:0
38074968.batch|batch|COMPLETED|00:05:43||64Gn|6023996K|8|05:39.640|0:0
38074968.extern|extern|COMPLETED|00:05:43||64Gn|2864K|8|00:00:00|0:0
38074969|Xenium_RLSubsets|COMPLETED|00:03:21|04:00:00|64Gn||8|03:17.723|0:0
38074969.batch|batch|COMPLETED|00:03:21||64Gn|4529608K|8|03:17.722|0:0
38074969.extern|extern|COMPLETED|00:03:21||64Gn|2864K|8|00:00:00|0:0
38075081|Xenium_RLSubsets|COMPLETED|00:03:02|04:00:00|64Gn||8|02:57.391|0:0
38075081.batch|batch|COMPLETED|00:03:02||64Gn|4090400K|8|02:57.390|0:0
38075081.extern|extern|COMPLETED|00:03:02||64Gn|2864K|8|00:00.001|0:0
38075082|Xenium_RLSubsets|FAILED|00:00:38|04:00:00|64Gn||8|00:33.701|1:0
38075082.batch|batch|FAILED|00:00:38||64Gn|1739648K|8|00:33.699|1:0
38075082.extern|extern|COMPLETED|00:00:38||64Gn|2900K|8|00:00.001|0:0
38075083|Xenium_RLSubsets|FAILED|00:00:56|04:00:00|64Gn||8|00:38.281|1:0
38075083.batch|batch|FAILED|00:00:56||64Gn|295992K|8|00:38.278|1:0
38075083.extern|extern|COMPLETED|00:00:56||64Gn|2892K|8|00:00.003|0:0
38075084|Xenium_RLSubsets|FAILED|00:00:54|04:00:00|64Gn||8|00:48.986|1:0
38075084.batch|batch|FAILED|00:00:54||64Gn|1732344K|8|00:48.983|1:0
38075084.extern|extern|COMPLETED|00:00:54||64Gn|2680K|8|00:00.002|0:0
38075085|Xenium_RLSubsets|FAILED|00:01:07|04:00:00|64Gn||8|00:45.171|1:0
38075085.batch|batch|FAILED|00:01:07||64Gn|4331212K|8|00:45.170|1:0
38075085.extern|extern|COMPLETED|00:01:07||64Gn|2864K|8|00:00.001|0:0
38075086|Xenium_RLSubsets|FAILED|00:00:48|04:00:00|64Gn||8|00:41.704|1:0
38075086.batch|batch|FAILED|00:00:48||64Gn|2312.50M|8|00:41.703|1:0
38075086.extern|extern|COMPLETED|00:00:48||64Gn|2864K|8|00:00.001|0:0
38075104|Xenium_RLSubsets|COMPLETED|00:02:55|04:00:00|64Gn||8|02:48.084|0:0
38075104.batch|batch|COMPLETED|00:02:55||64Gn|4090428K|8|02:48.083|0:0
38075104.extern|extern|COMPLETED|00:02:55||64Gn|2864K|8|00:00:00|0:0
38075105|Xenium_RLSubsets|COMPLETED|00:03:07|04:00:00|64Gn||8|03:04.215|0:0
38075105.batch|batch|COMPLETED|00:03:07||64Gn|2964652K|8|03:04.213|0:0
38075105.extern|extern|COMPLETED|00:03:07||64Gn|2900K|8|00:00.001|0:0
38075106|Xenium_RLSubsets|COMPLETED|00:03:42|04:00:00|64Gn||8|03:39.936|0:0
38075106.batch|batch|COMPLETED|00:03:42||64Gn|3649532K|8|03:39.933|0:0
38075106.extern|extern|COMPLETED|00:03:42||64Gn|2892K|8|00:00.002|0:0
38075107|Xenium_RLSubsets|COMPLETED|00:06:31|04:00:00|64Gn||8|06:26.972|0:0
38075107.batch|batch|COMPLETED|00:06:31||64Gn|5636572K|8|06:26.971|0:0
38075107.extern|extern|COMPLETED|00:06:31||64Gn|2864K|8|00:00.001|0:0
38075108|Xenium_RLSubsets|COMPLETED|00:06:37|04:00:00|64Gn||8|06:32.769|0:0
38075108.batch|batch|COMPLETED|00:06:37||64Gn|5676748K|8|06:32.768|0:0
38075108.extern|extern|COMPLETED|00:06:37||64Gn|2864K|8|00:00.001|0:0
38075109|Xenium_RLSubsets|COMPLETED|00:06:00|04:00:00|64Gn||8|05:56.406|0:0
38075109.batch|batch|COMPLETED|00:06:00||64Gn|5983968K|8|05:56.405|0:0
38075109.extern|extern|COMPLETED|00:06:00||64Gn|2864K|8|00:00.001|0:0
38075412|SRA|FAILED|01:12:48|03:00:00|8Gc||2|08:09.480|0:9
38075412.extern|extern|COMPLETED|01:12:48||8Gc|2892K|2|00:00.002|0:0
38075412.0|SRA|COMPLETED|01:12:48||8Gc|4486864K|2|08:09.477|0:0
38077796|ood-r-4.4.0-foss-2022b|TIMEOUT|12:00:21|12:00:00|64Gc||8|00:36.823|0:0
38077796.batch|batch|CANCELLED|12:00:23||64Gc|68992556K|8|00:36.822|0:15
38077796.extern|extern|COMPLETED|12:00:22||64Gc|2864K|8|00:00:00|0:0
38090827|ood-r-4.4.0-foss-2022b|CANCELLED by 13047|07:43:12|12:00:00|64Gc||8|27:40.845|0:0
38090827.batch|batch|CANCELLED|07:43:14||64Gc|33038308K|8|27:40.844|0:15
38090827.extern|extern|COMPLETED|07:43:12||64Gc|2864K|8|00:00:00|0:0
38094324|ood-r-4.4.0-foss-2022b|CANCELLED by 13047|00:00:00|12:00:00|64Gc||8|00:00:00|0:0
38094335|ood-r-4.4.0-foss-2022b|TIMEOUT|12:00:21|12:00:00|64Gc||8|01:14.041|0:0
38094335.batch|batch|CANCELLED|12:00:23||64Gc|45932040K|8|01:14.038|0:15
38094335.extern|extern|COMPLETED|12:00:21||64Gc|2892K|8|00:00.003|0:0
38099187|ood-r-4.4.0-foss-2022b|TIMEOUT|12:00:20|12:00:00|64Gc||8|49:03.047|0:0
38099187.batch|batch|CANCELLED|12:00:24||64Gc|122643396K|8|49:03.046|0:15
38099187.extern|extern|COMPLETED|12:00:20||64Gc|2864K|8|00:00.001|0:0
38110622|RL_Mapping_job|COMPLETED|00:02:07|01:00:00|64Gn||4|01:10.568|0:0
38110622.batch|batch|COMPLETED|00:02:07||64Gn|10668640K|4|01:10.567|0:0
38110622.extern|extern|COMPLETED|00:02:07||64Gn|2864K|4|00:00.001|0:0
38110697|RL_Mapping_job|COMPLETED|00:01:11|01:00:00|64Gn||8|00:48.228|0:0
38110697.batch|batch|COMPLETED|00:01:11||64Gn|8612008K|8|00:48.227|0:0
38110697.extern|extern|COMPLETED|00:01:11||64Gn|2864K|8|00:00.001|0:0
38110834|RL_Mapping_job|COMPLETED|00:01:33|01:00:00|64Gn||8|00:52.822|0:0
38110834.batch|batch|COMPLETED|00:01:33||64Gn|12224528K|8|00:52.821|0:0
38110834.extern|extern|COMPLETED|00:01:33||64Gn|2864K|8|00:00:00|0:0
38110910|RL_Analysis_job|FAILED|00:04:31|01:00:00|64Gn||8|06:07.940|1:0
38110910.batch|batch|FAILED|00:04:31||64Gn|39590880K|8|06:07.939|1:0
38110910.extern|extern|COMPLETED|00:04:31||64Gn|2864K|8|00:00:00|0:0
38111726|ood-r-4.4.0-foss-2022b|TIMEOUT|12:00:17|12:00:00|64Gc||8|07:22.947|0:0
38111726.batch|batch|CANCELLED|12:00:18||64Gc|109144424K|8|07:22.945|0:15
38111726.extern|extern|COMPLETED|12:00:17||64Gc|2864K|8|00:00.001|0:0
38116962|ood-r-4.4.0-foss-2022b|TIMEOUT|12:00:04|12:00:00|64Gc||8|06:00:24|0:0
38116962.batch|batch|CANCELLED|12:00:07||64Gc|133945784K|8|06:00:24|0:15
38116962.extern|extern|COMPLETED|12:00:04||64Gc|2864K|8|00:00:00|0:0
38117170|RL_Analysis_job|FAILED|00:01:28|01:00:00|64Gn||8|00:34.422|1:0
38117170.batch|batch|FAILED|00:01:28||64Gn|259644K|8|00:34.420|1:0
38117170.extern|extern|COMPLETED|00:01:28||64Gn|2900K|8|00:00.001|0:0
38117211|RL_Analysis_job|OUT_OF_MEMORY|00:06:22|01:00:00|64Gn||8|01:37.443|0:125
38117211.batch|batch|OUT_OF_MEMORY|00:06:22||64Gn|8661500K|8|01:37.442|0:125
38117211.extern|extern|COMPLETED|00:06:22||64Gn|2900K|8|00:00.001|0:0
38117287|RL_Analysis_job|OUT_OF_MEMORY|00:05:36|01:00:00|64Gn||8|01:32.255|0:125
38117287.batch|batch|OUT_OF_MEMORY|00:05:36||64Gn|8677404K|8|01:32.254|0:125
38117287.extern|extern|COMPLETED|00:05:36||64Gn|2864K|8|00:00.001|0:0
38117498|RL_Analysis_job|FAILED|00:04:59|01:00:00|128Gn||16|01:22.320|1:0
38117498.batch|batch|FAILED|00:04:59||128Gn|8629368K|16|01:22.319|1:0
38117498.extern|extern|COMPLETED|00:04:59||128Gn|2864K|16|00:00:00|0:0
38119297|RL_Analysis_job|COMPLETED|00:33:41|01:00:00|64Gn||8|34:59.366|0:0
38119297.batch|batch|COMPLETED|00:33:41||64Gn|30154888K|8|34:59.365|0:0
38119297.extern|extern|COMPLETED|00:33:41||64Gn|2864K|8|00:00:00|0:0
38120110|RL_Analysis_job|COMPLETED|00:04:47|01:00:00|64Gn||8|03:32.279|0:0
38120110.batch|batch|COMPLETED|00:04:47||64Gn|25984172K|8|03:32.278|0:0
38120110.extern|extern|COMPLETED|00:04:47||64Gn|2864K|8|00:00:00|0:0
38120372|RL_Analysis_job|COMPLETED|00:25:30|01:00:00|64Gn||8|26:58.124|0:0
38120372.batch|batch|COMPLETED|00:25:30||64Gn|32950312K|8|26:58.123|0:0
38120372.extern|extern|COMPLETED|00:25:31||64Gn|2864K|8|00:00:00|0:0
38122860|RL_Analysis_job|COMPLETED|00:02:59|01:00:00|64Gn||8|02:23.643|0:0
38122860.batch|batch|COMPLETED|00:02:59||64Gn|21261936K|8|02:23.642|0:0
38122860.extern|extern|COMPLETED|00:02:59||64Gn|2864K|8|00:00:00|0:0
38123020|RL_Analysis_job|COMPLETED|00:02:05|01:00:00|64Gn||8|01:52.231|0:0
38123020.batch|batch|COMPLETED|00:02:05||64Gn|22713540K|8|01:52.230|0:0
38123020.extern|extern|COMPLETED|00:02:05||64Gn|2864K|8|00:00:00|0:0
38125346|Xen_res1.5_ABT|FAILED|00:00:28|05:00:00|128Gn||8|00:10.301|4:0
38125346.batch|batch|FAILED|00:00:28||128Gn|3764K|8|00:10.299|4:0
38125346.extern|extern|COMPLETED|00:00:28||128Gn|3456K|8|00:00.001|0:0
38125351|Xen_res1.5_ABT|FAILED|00:23:36|05:00:00|128Gn||8|26:36.021|1:0
38125351.batch|batch|FAILED|00:23:36||128Gn|49343100K|8|26:36.020|1:0
38125351.extern|extern|COMPLETED|00:23:36||128Gn|2864K|8|00:00.001|0:0
38125352|Xen_res1.5_ABT|FAILED|00:15:24|05:00:00|128Gn||8|17:18.107|1:0
38125352.batch|batch|FAILED|00:15:24||128Gn|24435944K|8|17:18.106|1:0
38125352.extern|extern|COMPLETED|00:15:24||128Gn|2864K|8|00:00:00|0:0
38125353|Xen_res1.5_ABT|FAILED|00:00:28|05:00:00|128Gn||8|00:10.343|4:0
38125353.batch|batch|FAILED|00:00:28||128Gn|3764K|8|00:10.342|4:0
38125353.extern|extern|COMPLETED|00:00:28||128Gn|3456K|8|00:00.001|0:0
38125354|Xen_res1.5_ABT|FAILED|00:00:28|05:00:00|128Gn||8|00:10.393|4:0
38125354.batch|batch|FAILED|00:00:28||128Gn|3764K|8|00:10.392|4:0
38125354.extern|extern|COMPLETED|00:00:28||128Gn|3456K|8|00:00:00|0:0
38125355|Xen_res1.5_ABT|FAILED|00:00:28|05:00:00|128Gn||8|00:10.388|4:0
38125355.batch|batch|FAILED|00:00:28||128Gn|3764K|8|00:10.387|4:0
38125355.extern|extern|COMPLETED|00:00:28||128Gn|4K|8|00:00:00|0:0
38125356|Xen_res1.5_ABT|FAILED|00:00:28|05:00:00|128Gn||8|00:10.377|4:0
38125356.batch|batch|FAILED|00:00:28||128Gn|3764K|8|00:10.376|4:0
38125356.extern|extern|COMPLETED|00:00:28||128Gn|4K|8|00:00:00|0:0
38125357|Xen_res1.5_ABT|FAILED|00:00:28|05:00:00|128Gn||8|00:10.444|4:0
38125357.batch|batch|FAILED|00:00:28||128Gn|3764K|8|00:10.443|4:0
38125357.extern|extern|COMPLETED|00:00:28||128Gn|3456K|8|00:00.001|0:0
38125358|Xen_res1.5_ABT|FAILED|00:00:28|05:00:00|128Gn||8|00:10.423|4:0
38125358.batch|batch|FAILED|00:00:28||128Gn|3764K|8|00:10.422|4:0
38125358.extern|extern|COMPLETED|00:00:28||128Gn|4K|8|00:00.001|0:0
38125359|Xen_res1.5_ABT|FAILED|00:00:28|05:00:00|128Gn||8|00:10.407|4:0
38125359.batch|batch|FAILED|00:00:28||128Gn|3764K|8|00:10.406|4:0
38125359.extern|extern|COMPLETED|00:00:28||128Gn|3456K|8|00:00.001|0:0
38125360|Xen_res1.5_ABT|FAILED|00:00:28|05:00:00|128Gn||8|00:10.419|4:0
38125360.batch|batch|FAILED|00:00:28||128Gn|3764K|8|00:10.418|4:0
38125360.extern|extern|COMPLETED|00:00:28||128Gn|4K|8|00:00:00|0:0
38125361|Xen_res1.5_ABT|FAILED|00:06:16|05:00:00|128Gn||8|07:49.568|1:0
38125361.batch|batch|FAILED|00:06:16||128Gn|14556724K|8|07:49.568|1:0
38125361.extern|extern|COMPLETED|00:06:16||128Gn|348K|8|00:00:00|0:0
38125362|Xen_res1.5_ABT|FAILED|00:06:05|05:00:00|128Gn||8|07:49.413|1:0
38125362.batch|batch|FAILED|00:06:05||128Gn|15842688K|8|07:49.412|1:0
38125362.extern|extern|COMPLETED|00:06:05||128Gn|2864K|8|00:00:00|0:0
38125363|Xen_res1.5_ABT|FAILED|00:06:44|05:00:00|128Gn||8|08:11.502|1:0
38125363.batch|batch|FAILED|00:06:44||128Gn|17387952K|8|08:11.502|1:0
38125363.extern|extern|COMPLETED|00:06:44||128Gn|348K|8|00:00:00|0:0
38125364|Xen_res1.5_ABT|FAILED|00:06:05|05:00:00|128Gn||8|07:14.394|1:0
38125364.batch|batch|FAILED|00:06:05||128Gn|13838736K|8|07:14.393|1:0
38125364.extern|extern|COMPLETED|00:06:05||128Gn|2864K|8|00:00:00|0:0
38125365|Xen_res1.5_ABT|FAILED|00:06:12|05:00:00|128Gn||8|07:27.202|1:0
38125365.batch|batch|FAILED|00:06:12||128Gn|13425688K|8|07:27.201|1:0
38125365.extern|extern|COMPLETED|00:06:12||128Gn|2864K|8|00:00:00|0:0
38125476|Xen_res1.5_ABT|FAILED|00:00:14|05:00:00|128Gn||8|00:10.031|4:0
38125476.batch|batch|FAILED|00:00:14||128Gn|3764K|8|00:10.030|4:0
38125476.extern|extern|COMPLETED|00:00:14||128Gn|4K|8|00:00.001|0:0
38125480|Xen_res1.5_ABT|COMPLETED|00:37:13|05:00:00|128Gn||8|40:01.558|0:0
38125480.batch|batch|COMPLETED|00:37:13||128Gn|49397156K|8|40:01.556|0:0
38125480.extern|extern|COMPLETED|00:37:13||128Gn|2864K|8|00:00.001|0:0
38125481|Xen_res1.5_ABT|COMPLETED|00:25:43|05:00:00|128Gn||8|27:42.565|0:0
38125481.batch|batch|COMPLETED|00:25:43||128Gn|29817960K|8|27:42.565|0:0
38125481.extern|extern|COMPLETED|00:25:43||128Gn|2864K|8|00:00:00|0:0
38125482|Xen_res1.5_ABT|COMPLETED|00:13:43|05:00:00|128Gn||8|16:34.969|0:0
38125482.batch|batch|COMPLETED|00:13:43||128Gn|20013992K|8|16:34.968|0:0
38125482.extern|extern|COMPLETED|00:13:43||128Gn|2864K|8|00:00:00|0:0
38125483|Xen_res1.5_ABT|COMPLETED|00:08:11|05:00:00|128Gn||8|09:01.153|0:0
38125483.batch|batch|COMPLETED|00:08:11||128Gn|10200544K|8|09:01.153|0:0
38125483.extern|extern|COMPLETED|00:08:11||128Gn|2864K|8|00:00:00|0:0
38125484|Xen_res1.5_ABT|COMPLETED|00:11:05|05:00:00|128Gn||8|13:08.783|0:0
38125484.batch|batch|COMPLETED|00:11:05||128Gn|11433552K|8|13:08.782|0:0
38125484.extern|extern|COMPLETED|00:11:05||128Gn|2864K|8|00:00:00|0:0
38125485|Xen_res1.5_ABT|COMPLETED|00:15:36|05:00:00|128Gn||8|17:48.185|0:0
38125485.batch|batch|COMPLETED|00:15:36||128Gn|21463332K|8|17:48.184|0:0
38125485.extern|extern|COMPLETED|00:15:36||128Gn|2864K|8|00:00:00|0:0
38125486|Xen_res1.5_ABT|COMPLETED|00:17:16|05:00:00|128Gn||8|18:07.048|0:0
38125486.batch|batch|COMPLETED|00:17:16||128Gn|18302916K|8|18:07.047|0:0
38125486.extern|extern|COMPLETED|00:17:16||128Gn|2864K|8|00:00:00|0:0
38125487|Xen_res1.5_ABT|FAILED|00:00:25|05:00:00|128Gn||8|00:10.917|4:0
38125487.batch|batch|FAILED|00:00:25||128Gn|3764K|8|00:10.916|4:0
38125487.extern|extern|COMPLETED|00:00:25||128Gn|3456K|8|00:00.001|0:0
38125488|Xen_res1.5_ABT|FAILED|00:00:25|05:00:00|128Gn||8|00:10.346|4:0
38125488.batch|batch|FAILED|00:00:25||128Gn|3764K|8|00:10.345|4:0
38125488.extern|extern|COMPLETED|00:00:25||128Gn|3456K|8|00:00.001|0:0
38125489|Xen_res1.5_ABT|FAILED|00:00:13|05:00:00|128Gn||8|00:10.163|4:0
38125489.batch|batch|FAILED|00:00:13||128Gn|3764K|8|00:10.162|4:0
38125489.extern|extern|COMPLETED|00:00:14||128Gn|3456K|8|00:00.001|0:0
38125490|Xen_res1.5_ABT|FAILED|00:00:13|05:00:00|128Gn||8|00:10.096|4:0
38125490.batch|batch|FAILED|00:00:13||128Gn|3764K|8|00:10.095|4:0
38125490.extern|extern|COMPLETED|00:00:14||128Gn|3456K|8|00:00.001|0:0
38125491|Xen_res1.5_ABT|FAILED|00:00:12|05:00:00|128Gn||8|00:09.781|4:0
38125491.batch|batch|FAILED|00:00:12||128Gn|3764K|8|00:09.780|4:0
38125491.extern|extern|COMPLETED|00:00:12||128Gn|4K|8|00:00:00|0:0
38125492|Xen_res1.5_ABT|FAILED|00:00:11|05:00:00|128Gn||8|00:09.717|4:0
38125492.batch|batch|FAILED|00:00:11||128Gn|3764K|8|00:09.716|4:0
38125492.extern|extern|COMPLETED|00:00:11||128Gn|4K|8|00:00:00|0:0
38125493|Xen_res1.5_ABT|FAILED|00:00:12|05:00:00|128Gn||8|00:00:10|4:0
38125493.batch|batch|FAILED|00:00:12||128Gn|3764K|8|00:09.998|4:0
38125493.extern|extern|COMPLETED|00:00:12||128Gn|3456K|8|00:00.001|0:0
38125494|Xen_res1.5_ABT|FAILED|00:00:14|05:00:00|128Gn||8|00:10.066|4:0
38125494.batch|batch|FAILED|00:00:14||128Gn|3764K|8|00:10.065|4:0
38125494.extern|extern|COMPLETED|00:00:14||128Gn|4K|8|00:00.001|0:0
38125758|RL_Analysis_job|COMPLETED|00:21:33|01:00:00|64Gn||8|22:29.372|0:0
38125758.batch|batch|COMPLETED|00:21:33||64Gn|35689688K|8|22:29.371|0:0
38125758.extern|extern|COMPLETED|00:21:33||64Gn|2864K|8|00:00.001|0:0
38125943|Xen_res1.5_ABT|COMPLETED|00:10:30|05:00:00|128Gn||8|12:32.520|0:0
38125943.batch|batch|COMPLETED|00:10:30||128Gn|12812464K|8|12:32.519|0:0
38125943.extern|extern|COMPLETED|00:10:30||128Gn|2864K|8|00:00:00|0:0
38125945|Xen_res1.5_ABT|COMPLETED|00:06:54|05:00:00|128Gn||8|07:24.236|0:0
38125945.batch|batch|COMPLETED|00:06:54||128Gn|7905272K|8|07:24.234|0:0
38125945.extern|extern|COMPLETED|00:06:54||128Gn|2864K|8|00:00.001|0:0
38125946|Xen_res1.5_ABT|COMPLETED|00:09:49|05:00:00|128Gn||8|16:47.126|0:0
38125946.batch|batch|COMPLETED|00:09:49||128Gn|9207368K|8|16:47.125|0:0
38125946.extern|extern|COMPLETED|00:09:49||128Gn|2864K|8|00:00.001|0:0
38125947|Xen_res1.5_ABT|COMPLETED|00:11:41|05:00:00|128Gn||8|12:12.879|0:0
38125947.batch|batch|COMPLETED|00:11:41||128Gn|11680076K|8|12:12.877|0:0
38125947.extern|extern|COMPLETED|00:11:41||128Gn|2864K|8|00:00.001|0:0
38125948|Xen_res1.5_ABT|COMPLETED|00:14:51|05:00:00|128Gn||8|15:43.776|0:0
38125948.batch|batch|COMPLETED|00:14:51||128Gn|15276584K|8|15:43.773|0:0
38125948.extern|extern|COMPLETED|00:14:51||128Gn|2872K|8|00:00.002|0:0
38125949|Xen_res1.5_ABT|COMPLETED|00:15:06|05:00:00|128Gn||8|19:36.125|0:0
38125949.batch|batch|COMPLETED|00:15:06||128Gn|15880512K|8|19:36.122|0:0
38125949.extern|extern|COMPLETED|00:15:07||128Gn|2872K|8|00:00.002|0:0
38125950|Xen_res1.5_ABT|COMPLETED|00:11:51|05:00:00|128Gn||8|12:47.662|0:0
38125950.batch|batch|COMPLETED|00:11:51||128Gn|16191076K|8|12:47.661|0:0
38125950.extern|extern|COMPLETED|00:11:52||128Gn|2864K|8|00:00:00|0:0
38125951|Xen_res1.5_ABT|COMPLETED|00:12:58|05:00:00|128Gn||8|14:02.317|0:0
38125951.batch|batch|COMPLETED|00:12:58||128Gn|14962300K|8|14:02.316|0:0
38125951.extern|extern|COMPLETED|00:12:58||128Gn|2864K|8|00:00.001|0:0
38125952|Xen_res1.5_ABT|COMPLETED|00:10:56|05:00:00|128Gn||8|12:33.096|0:0
38125952.batch|batch|COMPLETED|00:10:56||128Gn|13422828K|8|12:33.096|0:0
38125952.extern|extern|COMPLETED|00:10:56||128Gn|2864K|8|00:00:00|0:0
38125972|RL_Analysis_job|COMPLETED|00:22:27|01:00:00|64Gn||8|21:37.164|0:0
38125972.batch|batch|COMPLETED|00:22:27||64Gn|31228820K|8|21:37.163|0:0
38125972.extern|extern|COMPLETED|00:22:28||64Gn|2864K|8|00:00.001|0:0
38128117|ood-r-4.4.0-foss-2022b|TIMEOUT|12:00:08|12:00:00|64Gc||8|13:01.943|0:0
38128117.batch|batch|CANCELLED|12:00:09||64Gc|135183492K|8|13:01.942|0:15
38128117.extern|extern|COMPLETED|12:00:08||64Gc|2864K|8|00:00.001|0:0
38132018|ood-r-4.4.0-foss-2022b|TIMEOUT|12:00:26|12:00:00|64Gc||8|01:31:03|0:0
38132018.batch|batch|CANCELLED|12:00:29||64Gc|122644264K|8|01:31:03|0:15
38132018.extern|extern|COMPLETED|12:00:26||64Gc|2864K|8|00:00.001|0:0
38142849|ood-r-4.4.0-foss-2022b|CANCELLED by 13047|01:31:39|12:00:00|64Gc||8|00:27.319|0:0
38142849.batch|batch|CANCELLED|01:31:41||64Gc|121318244K|8|00:27.317|0:15
38142849.extern|extern|COMPLETED|01:31:39||64Gc|2680K|8|00:00.002|0:0
38147736|ood-r-4.4.1-foss-2023b|TIMEOUT|12:00:29|12:00:00|64Gc||8|13:51.209|0:0
38147736.batch|batch|CANCELLED|12:00:30||64Gc|6318396K|8|13:51.207|0:15
38147736.extern|extern|COMPLETED|12:00:29||64Gc|2680K|8|00:00.001|0:0
38149039|ood-r-4.4.1-foss-2023b|TIMEOUT|12:00:28|12:00:00|64Gc||8|00:34.819|0:0
38149039.batch|batch|CANCELLED|12:00:30||64Gc|87596816K|8|00:34.818|0:15
38149039.extern|extern|COMPLETED|12:00:29||64Gc|2864K|8|00:00.001|0:0
38149251|Giotto_job|FAILED|00:00:39|12:00:00|12Gn||32|00:15.050|1:0
38149251.batch|batch|FAILED|00:00:39||12Gn|186048K|32|00:15.049|1:0
38149251.extern|extern|COMPLETED|00:00:39||12Gn|2864K|32|00:00:00|0:0
38149257|Giotto_job|FAILED|00:00:18|12:00:00|12Gn||32|00:14.847|1:0
38149257.batch|batch|FAILED|00:00:18||12Gn|3476K|32|00:14.846|1:0
38149257.extern|extern|COMPLETED|00:00:18||12Gn|2864K|32|00:00:00|0:0
38149275|Giotto_job|FAILED|00:00:48|12:00:00|12Gn||32|00:31.982|1:0
38149275.batch|batch|FAILED|00:00:48||12Gn|439636K|32|00:31.981|1:0
38149275.extern|extern|COMPLETED|00:00:48||12Gn|2864K|32|00:00.001|0:0
38149277|Giotto_job|FAILED|00:00:38|12:00:00|12Gn||32|00:31.498|1:0
38149277.batch|batch|FAILED|00:00:38||12Gn|743216K|32|00:31.497|1:0
38149277.extern|extern|COMPLETED|00:00:38||12Gn|2864K|32|00:00.001|0:0
38149280|Giotto_job|FAILED|00:00:38|12:00:00|12Gn||32|00:31.444|1:0
38149280.batch|batch|FAILED|00:00:38||12Gn|724724K|32|00:31.443|1:0
38149280.extern|extern|COMPLETED|00:00:38||12Gn|2864K|32|00:00.001|0:0
38149282|Giotto_job|FAILED|00:00:38|12:00:00|12Gn||32|00:31.796|1:0
38149282.batch|batch|FAILED|00:00:38||12Gn|743024K|32|00:31.795|1:0
38149282.extern|extern|COMPLETED|00:00:38||12Gn|2864K|32|00:00:00|0:0
38149285|Giotto_job|FAILED|00:01:02|12:00:00|12Gn||32|00:55.747|1:0
38149285.batch|batch|FAILED|00:01:02||12Gn|11718840K|32|00:55.745|1:0
