JobIDRaw|JobName|State|Elapsed|Timelimit|ReqMem|MaxRSS|AllocCPUS|TotalCPU|ExitCode
38225777.extern|extern|COMPLETED|00:00:50||128Gn|2864K|8|00:00:00|0:0
38225778|GiottoBroad_Array|FAILED|00:00:40|06:00:00|128Gn||8|00:10.448|4:0
38225778.batch|batch|FAILED|00:00:40||128Gn|60544K|8|00:10.448|4:0
38225778.extern|extern|COMPLETED|00:00:41||128Gn|348K|8|00:00:00|0:0
38225779|GiottoBroad_Array|FAILED|00:00:40|06:00:00|128Gn||8|00:10.827|4:0
38225779.batch|batch|FAILED|00:00:40||128Gn|60544K|8|00:10.827|4:0
38225779.extern|extern|COMPLETED|00:00:41||128Gn|3460K|8|00:00:00|0:0
38225780|GiottoBroad_Array|FAILED|00:00:40|06:00:00|128Gn||8|00:10.055|4:0
38225780.batch|batch|FAILED|00:00:40||128Gn|60544K|8|00:10.054|4:0
38225780.extern|extern|COMPLETED|00:00:41||128Gn|348K|8|00:00.001|0:0
38225782|VZRL_Merge_job|OUT_OF_MEMORY|00:19:26|12:00:00|64Gn||8|19:14.304|0:125
38225782.batch|batch|OUT_OF_MEMORY|00:19:26||64Gn|61335684K|8|19:14.303|0:125
38225782.extern|extern|COMPLETED|00:19:26||64Gn|2864K|8|00:00.001|0:0
38225936|GiottoBroad_Array|CANCELLED by 13047|01:37:58|06:00:00|128Gn||8|02:12:00|0:0
38225936.batch|batch|CANCELLED|01:38:02||128Gn|25661372K|8|02:12:00|0:15
38225936.extern|extern|COMPLETED|01:37:58||128Gn|2864K|8|00:00:00|0:0
38225939|GiottoBroad_Array|FAILED|00:00:32|06:00:00|128Gn||8|00:09.903|4:0
38225939.batch|batch|FAILED|00:00:32||128Gn|3768K|8|00:09.902|4:0
38225939.extern|extern|COMPLETED|00:00:32||128Gn|348K|8|00:00.001|0:0
38225940|GiottoBroad_Array|FAILED|00:00:37|06:00:00|128Gn||8|00:09.855|4:0
38225940.batch|batch|FAILED|00:00:37||128Gn|83580K|8|00:09.854|4:0
38225940.extern|extern|COMPLETED|00:00:37||128Gn|3460K|8|00:00.001|0:0
38225941|GiottoBroad_Array|CANCELLED by 13047|01:37:58|06:00:00|128Gn||8|02:13:03|0:0
38225941.batch|batch|CANCELLED|01:38:00||128Gn|23296452K|8|02:13:03|0:15
38225941.extern|extern|COMPLETED|01:37:58||128Gn|2864K|8|00:00:00|0:0
38225942|GiottoBroad_Array|CANCELLED by 13047|01:37:58|06:00:00|128Gn||8|02:07:06|0:0
38225942.batch|batch|CANCELLED|01:38:02||128Gn|36593164K|8|02:07:06|0:15
38225942.extern|extern|COMPLETED|01:38:02||128Gn|348K|8|00:00:00|0:0
38225943|GiottoBroad_Array|CANCELLED by 13047|01:37:58|06:00:00|128Gn||8|01:59:34|0:0
38225943.batch|batch|CANCELLED|01:38:02||128Gn|38419260K|8|01:59:34|0:15
38225943.extern|extern|COMPLETED|01:38:00||128Gn|2864K|8|00:00:00|0:0
38225944|GiottoBroad_Array|CANCELLED by 13047|01:37:58|06:00:00|128Gn||8|02:47:10|0:0
38225944.batch|batch|CANCELLED|01:38:02||128Gn|11712900K|8|02:47:10|0:15
38225944.extern|extern|COMPLETED|01:37:59||128Gn|2864K|8|00:00:00|0:0
38225945|GiottoBroad_Array|CANCELLED by 13047|01:37:58|06:00:00|128Gn||8|02:51:42|0:0
38225945.batch|batch|CANCELLED|01:38:02||128Gn|14533392K|8|02:51:42|0:15
38225945.extern|extern|COMPLETED|01:38:02||128Gn|2864K|8|00:00:00|0:0
38225946|GiottoBroad_Array|CANCELLED by 13047|01:37:58|06:00:00|128Gn||8|02:44:28|0:0
38225946.batch|batch|CANCELLED|01:38:02||128Gn|18181184K|8|02:44:28|0:15
38225946.extern|extern|COMPLETED|01:37:59||128Gn|2864K|8|00:00:00|0:0
38225947|GiottoBroad_Array|CANCELLED by 13047|01:37:58|06:00:00|128Gn||8|02:22:29|0:0
38225947.batch|batch|CANCELLED|01:38:03||128Gn|25527692K|8|02:22:29|0:15
38225947.extern|extern|COMPLETED|01:38:02||128Gn|2864K|8|00:00:00|0:0
38225948|GiottoBroad_Array|CANCELLED by 13047|01:37:58|06:00:00|128Gn||8|02:38:21|0:0
38225948.batch|batch|CANCELLED|01:38:02||128Gn|21956292K|8|02:38:21|0:15
38225948.extern|extern|COMPLETED|01:38:02||128Gn|2864K|8|00:00.001|0:0
38225949|GiottoBroad_Array|CANCELLED by 13047|01:37:58|06:00:00|128Gn||8|02:14:34|0:0
38225949.batch|batch|CANCELLED|01:38:02||128Gn|22305296K|8|02:14:34|0:15
38225949.extern|extern|COMPLETED|01:38:02||128Gn|2864K|8|00:00:00|0:0
38225950|GiottoBroad_Array|CANCELLED by 13047|01:37:58|06:00:00|128Gn||8|02:18:27|0:0
38225950.batch|batch|CANCELLED|01:38:02||128Gn|23616668K|8|02:18:27|0:15
38225950.extern|extern|COMPLETED|01:38:02||128Gn|2864K|8|00:00:00|0:0
38225951|GiottoBroad_Array|CANCELLED by 13047|01:37:58|06:00:00|128Gn||8|01:57:17|0:0
38225951.batch|batch|CANCELLED|01:38:02||128Gn|33966164K|8|01:57:17|0:15
38225951.extern|extern|COMPLETED|01:38:00||128Gn|2864K|8|00:00:00|0:0
38226459|VZRL_Merge_job|CANCELLED by 13047|00:00:01|12:00:00|64Gn||8|00:00.282|0:0
38226459.batch|batch|CANCELLED|00:00:01||64Gn|3172K|8|00:00.281|0:15
38226459.extern|extern|COMPLETED|00:00:01||64Gn|2864K|8|00:00:00|0:0
38226464|VZRL_Merge_job|COMPLETED|05:02:58|12:00:00|128Gn||8|05:01:35|0:0
38226464.batch|batch|COMPLETED|05:02:58||128Gn|78935448K|8|05:01:35|0:0
38226464.extern|extern|COMPLETED|05:02:58||128Gn|2864K|8|00:00.001|0:0
38226689|GiottoBroad_Array|FAILED|00:02:22|06:00:00|128Gn||8|01:49.113|1:0
38226689.batch|batch|FAILED|00:02:22||128Gn|12674284K|8|01:49.113|1:0
38226689.extern|extern|COMPLETED|00:02:22||128Gn|2864K|8|00:00:00|0:0
38226690|GiottoBroad_Array|FAILED|00:02:17|06:00:00|128Gn||8|01:40.237|1:0
38226690.batch|batch|FAILED|00:02:17||128Gn|10557488K|8|01:40.236|1:0
38226690.extern|extern|COMPLETED|00:02:17||128Gn|2864K|8|00:00:00|0:0
38226691|GiottoBroad_Array|FAILED|00:01:57|06:00:00|128Gn||8|01:15.486|1:0
38226691.batch|batch|FAILED|00:01:57||128Gn|5277316K|8|01:15.485|1:0
38226691.extern|extern|COMPLETED|00:01:57||128Gn|2864K|8|00:00:00|0:0
38226692|GiottoBroad_Array|FAILED|00:01:51|06:00:00|128Gn||8|01:49.491|1:0
38226692.batch|batch|FAILED|00:01:51||128Gn|10835744K|8|01:49.490|1:0
38226692.extern|extern|COMPLETED|00:01:51||128Gn|2864K|8|00:00.001|0:0
38226693|GiottoBroad_Array|FAILED|00:02:40|06:00:00|128Gn||8|02:40.934|1:0
38226693.batch|batch|FAILED|00:02:40||128Gn|16242588K|8|02:40.934|1:0
38226693.extern|extern|COMPLETED|00:02:40||128Gn|2864K|8|00:00:00|0:0
38226694|GiottoBroad_Array|FAILED|00:02:18|06:00:00|128Gn||8|02:18.116|1:0
38226694.batch|batch|FAILED|00:02:18||128Gn|16856.50M|8|02:18.115|1:0
38226694.extern|extern|COMPLETED|00:02:18||128Gn|2864K|8|00:00:00|0:0
38226695|GiottoBroad_Array|FAILED|00:01:14|06:00:00|128Gn||8|01:05.039|1:0
38226695.batch|batch|FAILED|00:01:14||128Gn|5178804K|8|01:05.038|1:0
38226695.extern|extern|COMPLETED|00:01:15||128Gn|2864K|8|00:00:00|0:0
38226696|GiottoBroad_Array|FAILED|00:01:20|06:00:00|128Gn||8|01:10.406|1:0
38226696.batch|batch|FAILED|00:01:20||128Gn|4775184K|8|01:10.405|1:0
38226696.extern|extern|COMPLETED|00:01:20||128Gn|2864K|8|00:00:00|0:0
38226697|GiottoBroad_Array|FAILED|00:01:23|06:00:00|128Gn||8|01:18.013|1:0
38226697.batch|batch|FAILED|00:01:23||128Gn|8360848K|8|01:18.012|1:0
38226697.extern|extern|COMPLETED|00:01:23||128Gn|2864K|8|00:00.001|0:0
38226698|GiottoBroad_Array|FAILED|00:01:48|06:00:00|128Gn||8|01:43.884|1:0
38226698.batch|batch|FAILED|00:01:48||128Gn|12415276K|8|01:43.883|1:0
38226698.extern|extern|COMPLETED|00:01:48||128Gn|2856K|8|00:00.001|0:0
38226699|GiottoBroad_Array|FAILED|00:01:48|06:00:00|128Gn||8|01:41.316|1:0
38226699.batch|batch|FAILED|00:01:48||128Gn|14462380K|8|01:41.315|1:0
38226699.extern|extern|COMPLETED|00:01:48||128Gn|2856K|8|00:00.001|0:0
38226700|GiottoBroad_Array|FAILED|00:01:36|06:00:00|128Gn||8|01:34.060|1:0
38226700.batch|batch|FAILED|00:01:36||128Gn|13330320K|8|01:34.059|1:0
38226700.extern|extern|COMPLETED|00:01:36||128Gn|2864K|8|00:00.001|0:0
38226701|GiottoBroad_Array|FAILED|00:01:38|06:00:00|128Gn||8|01:32.148|1:0
38226701.batch|batch|FAILED|00:01:38||128Gn|10722180K|8|01:32.147|1:0
38226701.extern|extern|COMPLETED|00:01:38||128Gn|2864K|8|00:00:00|0:0
38226702|GiottoBroad_Array|FAILED|00:02:58|06:00:00|128Gn||8|02:27.296|1:0
38226702.batch|batch|FAILED|00:02:58||128Gn|15295428K|8|02:27.295|1:0
38226702.extern|extern|COMPLETED|00:02:58||128Gn|2864K|8|00:00:00|0:0
38226706|GiottoBroad_Array|FAILED|00:04:23|12:00:00|400Gn||8|04:27.485|1:0
38226706.batch|batch|FAILED|00:04:23||400Gn|25682156K|8|04:27.485|1:0
38226706.extern|extern|COMPLETED|00:04:23||400Gn|2864K|8|00:00:00|0:0
38226707|GiottoBroad_Array|FAILED|00:09:07|12:00:00|400Gn||8|09:22.544|1:0
38226707.batch|batch|FAILED|00:09:07||400Gn|42242588K|8|09:22.543|1:0
38226707.extern|extern|COMPLETED|00:09:07||400Gn|2864K|8|00:00:00|0:0
38226723|GiottoBroad_Array|FAILED|00:04:34|12:00:00|400Gn||8|04:40.417|1:0
38226723.batch|batch|FAILED|00:04:34||400Gn|22608080K|8|04:40.417|1:0
38226723.extern|extern|COMPLETED|00:04:34||400Gn|2864K|8|00:00:00|0:0
38226724|GiottoBroad_Array|FAILED|00:10:16|12:00:00|400Gn||8|09:42.423|1:0
38226724.batch|batch|FAILED|00:10:16||400Gn|45685800K|8|09:42.421|1:0
38226724.extern|extern|COMPLETED|00:10:16||400Gn|2856K|8|00:00.001|0:0
38226725|GiottoBroad_Array|FAILED|00:01:41|06:00:00|128Gn||8|01:42.599|1:0
38226725.batch|batch|FAILED|00:01:41||128Gn|12687204K|8|01:42.598|1:0
38226725.extern|extern|COMPLETED|00:01:41||128Gn|2864K|8|00:00:00|0:0
38226726|GiottoBroad_Array|FAILED|00:01:40|06:00:00|128Gn||8|01:44.657|1:0
38226726.batch|batch|FAILED|00:01:40||128Gn|10373296K|8|01:44.656|1:0
38226726.extern|extern|COMPLETED|00:01:40||128Gn|2864K|8|00:00.001|0:0
38226727|GiottoBroad_Array|FAILED|00:01:58|06:00:00|128Gn||8|01:15.272|1:0
38226727.batch|batch|FAILED|00:01:58||128Gn|4468296K|8|01:15.271|1:0
38226727.extern|extern|COMPLETED|00:01:58||128Gn|2864K|8|00:00:00|0:0
38226728|GiottoBroad_Array|FAILED|00:02:17|06:00:00|128Gn||8|01:40.873|1:0
38226728.batch|batch|FAILED|00:02:17||128Gn|10860956K|8|01:40.873|1:0
38226728.extern|extern|COMPLETED|00:02:17||128Gn|2864K|8|00:00:00|0:0
38226729|GiottoBroad_Array|FAILED|00:02:52|06:00:00|128Gn||8|02:57.449|1:0
38226729.batch|batch|FAILED|00:02:52||128Gn|16828980K|8|02:57.448|1:0
38226729.extern|extern|COMPLETED|00:02:52||128Gn|2864K|8|00:00.001|0:0
38226730|GiottoBroad_Array|FAILED|00:02:21|06:00:00|128Gn||8|02:24.541|1:0
38226730.batch|batch|FAILED|00:02:21||128Gn|17316684K|8|02:24.540|1:0
38226730.extern|extern|COMPLETED|00:02:21||128Gn|2864K|8|00:00:00|0:0
38226731|GiottoBroad_Array|FAILED|00:01:03|06:00:00|128Gn||8|01:01.935|1:0
38226731.batch|batch|FAILED|00:01:03||128Gn|5842400K|8|01:01.934|1:0
38226731.extern|extern|COMPLETED|00:01:03||128Gn|2864K|8|00:00:00|0:0
38226732|GiottoBroad_Array|FAILED|00:01:11|06:00:00|128Gn||8|01:12.674|1:0
38226732.batch|batch|FAILED|00:01:11||128Gn|8362576K|8|01:12.674|1:0
38226732.extern|extern|COMPLETED|00:01:11||128Gn|2864K|8|00:00:00|0:0
38226733|GiottoBroad_Array|FAILED|00:01:21|06:00:00|128Gn||8|01:20.907|1:0
38226733.batch|batch|FAILED|00:01:21||128Gn|7845028K|8|01:20.906|1:0
38226733.extern|extern|COMPLETED|00:01:21||128Gn|2864K|8|00:00:00|0:0
38226734|GiottoBroad_Array|FAILED|00:01:35|06:00:00|128Gn||8|01:36.585|1:0
38226734.batch|batch|FAILED|00:01:35||128Gn|14911908K|8|01:36.585|1:0
38226734.extern|extern|COMPLETED|00:01:36||128Gn|2864K|8|00:00:00|0:0
38226735|GiottoBroad_Array|FAILED|00:01:34|06:00:00|128Gn||8|01:35.235|1:0
38226735.batch|batch|FAILED|00:01:34||128Gn|10727008K|8|01:35.234|1:0
38226735.extern|extern|COMPLETED|00:01:35||128Gn|2864K|8|00:00:00|0:0
38226736|GiottoBroad_Array|FAILED|00:01:32|06:00:00|128Gn||8|01:32.500|1:0
38226736.batch|batch|FAILED|00:01:32||128Gn|12666696K|8|01:32.500|1:0
38226736.extern|extern|COMPLETED|00:01:32||128Gn|2864K|8|00:00:00|0:0
38226737|GiottoBroad_Array|FAILED|00:00:30|06:00:00|128Gn||8|00:10.465|4:0
38226737.batch|batch|FAILED|00:00:30||128Gn|3768K|8|00:10.463|4:0
38226737.extern|extern|COMPLETED|00:00:30||128Gn|3456K|8|00:00.001|0:0
38226738|GiottoBroad_Array|FAILED|00:02:17|06:00:00|128Gn||8|02:21.051|1:0
38226738.batch|batch|FAILED|00:02:17||128Gn|15105400K|8|02:21.050|1:0
38226738.extern|extern|COMPLETED|00:02:17||128Gn|2864K|8|00:00:00|0:0
38226747|GiottoBroad_Array|COMPLETED|03:25:03|06:00:00|128Gn||8|05:10:14|0:0
38226747.batch|batch|COMPLETED|03:25:03||128Gn|25449824K|8|05:10:14|0:0
38226747.extern|extern|COMPLETED|03:25:03||128Gn|2864K|8|00:00:00|0:0
38226748|GiottoBroad_Array|COMPLETED|03:38:24|06:00:00|128Gn||8|06:06:24|0:0
38226748.batch|batch|COMPLETED|03:38:24||128Gn|20089632K|8|06:06:24|0:0
38226748.extern|extern|COMPLETED|03:38:24||128Gn|2864K|8|00:00.001|0:0
38226749|GiottoBroad_Array|COMPLETED|02:21:58|06:00:00|128Gn||8|04:03:44|0:0
38226749.batch|batch|COMPLETED|02:21:58||128Gn|14805820K|8|04:03:44|0:0
38226749.extern|extern|COMPLETED|02:21:58||128Gn|2864K|8|00:00:00|0:0
38226750|GiottoBroad_Array|COMPLETED|03:14:09|06:00:00|128Gn||8|04:59:06|0:0
38226750.batch|batch|COMPLETED|03:14:09||128Gn|19262296K|8|04:59:06|0:0
38226750.extern|extern|COMPLETED|03:14:09||128Gn|2864K|8|00:00:00|0:0
38226751|GiottoBroad_Array|COMPLETED|04:54:23|06:00:00|128Gn||8|06:59:05|0:0
38226751.batch|batch|COMPLETED|04:54:23||128Gn|33154760K|8|06:59:05|0:0
38226751.extern|extern|COMPLETED|04:54:23||128Gn|2864K|8|00:00:00|0:0
38226752|GiottoBroad_Array|COMPLETED|04:25:41|06:00:00|128Gn||8|06:41:32|0:0
38226752.batch|batch|COMPLETED|04:25:41||128Gn|34382276K|8|06:41:32|0:0
38226752.extern|extern|COMPLETED|04:25:41||128Gn|2864K|8|00:00:00|0:0
38226753|GiottoBroad_Array|COMPLETED|01:30:20|06:00:00|128Gn||8|02:18:46|0:0
38226753.batch|batch|COMPLETED|01:30:20||128Gn|12382728K|8|02:18:46|0:0
38226753.extern|extern|COMPLETED|01:30:20||128Gn|2864K|8|00:00:00|0:0
38226754|GiottoBroad_Array|COMPLETED|01:44:00|06:00:00|128Gn||8|02:56:01|0:0
38226754.batch|batch|COMPLETED|01:44:00||128Gn|14515412K|8|02:56:01|0:0
38226754.extern|extern|COMPLETED|01:44:00||128Gn|2864K|8|00:00:00|0:0
38226755|GiottoBroad_Array|COMPLETED|02:03:43|06:00:00|128Gn||8|03:08:25|0:0
38226755.batch|batch|COMPLETED|02:03:43||128Gn|19744928K|8|03:08:25|0:0
38226755.extern|extern|COMPLETED|02:03:43||128Gn|2864K|8|00:00:00|0:0
38226756|GiottoBroad_Array|COMPLETED|02:25:22|06:00:00|128Gn||8|03:59:49|0:0
38226756.batch|batch|COMPLETED|02:25:22||128Gn|23776900K|8|03:59:49|0:0
38226756.extern|extern|COMPLETED|02:25:22||128Gn|2864K|8|00:00:00|0:0
38226757|GiottoBroad_Array|COMPLETED|03:03:31|06:00:00|128Gn||8|07:44:24|0:0
38226757.batch|batch|COMPLETED|03:03:31||128Gn|22189600K|8|07:44:24|0:0
38226757.extern|extern|COMPLETED|03:03:31||128Gn|2864K|8|00:00:00|0:0
38226758|GiottoBroad_Array|COMPLETED|02:43:04|06:00:00|128Gn||8|04:42:30|0:0
38226758.batch|batch|COMPLETED|02:43:04||128Gn|21933632K|8|04:42:30|0:0
38226758.extern|extern|COMPLETED|02:43:04||128Gn|2864K|8|00:00:00|0:0
38226759|GiottoBroad_Array|COMPLETED|03:02:37|06:00:00|128Gn||8|05:17:16|0:0
38226759.batch|batch|COMPLETED|03:02:37||128Gn|20112472K|8|05:17:16|0:0
38226759.extern|extern|COMPLETED|03:02:37||128Gn|2864K|8|00:00:00|0:0
38226760|GiottoBroad_Array|COMPLETED|04:07:22|06:00:00|128Gn||8|05:41:58|0:0
38226760.batch|batch|COMPLETED|04:07:22||128Gn|27456852K|8|05:41:58|0:0
38226760.extern|extern|COMPLETED|04:07:22||128Gn|2864K|8|00:00:00|0:0
38228727|ood-r-4.4.1-foss-2023b|CANCELLED by 13047|08:04:58|12:00:00|64Gc||8|04:06.819|0:0
38228727.batch|batch|CANCELLED|08:05:01||64Gc|146616580K|8|04:06.818|0:15
38228727.extern|extern|COMPLETED|08:04:58||64Gc|2864K|8|00:00:00|0:0
38228879|GiottoBroad_Array|COMPLETED|07:28:15|1-00:00:00|400Gn||8|10:06:29|0:0
38228879.batch|batch|COMPLETED|07:28:15||400Gn|48482328K|8|10:06:29|0:0
38228879.extern|extern|COMPLETED|07:28:15||400Gn|2864K|8|00:00:00|0:0
38228880|GiottoBroad_Array|COMPLETED|12:30:56|1-00:00:00|400Gn||8|19:13:27|0:0
38228880.batch|batch|COMPLETED|12:30:56||400Gn|82047608K|8|19:13:27|0:0
38228880.extern|extern|COMPLETED|12:30:56||400Gn|2856K|8|00:00.001|0:0
38230835|ood-r-4.4.1-foss-2023b|CANCELLED by 13047|00:47:27|12:00:00|64Gc||8|01:16.918|0:0
38230835.batch|batch|CANCELLED|00:47:30||64Gc|1264564K|8|01:16.917|0:15
38230835.extern|extern|COMPLETED|00:47:27||64Gc|2864K|8|00:00.001|0:0
38230869|ood-r-4.4.1-foss-2023b|TIMEOUT|12:00:04|12:00:00|64Gc||8|00:27.907|0:0
38230869.batch|batch|CANCELLED|12:00:05||64Gc|1809436K|8|00:27.906|0:15
38230869.extern|extern|COMPLETED|12:00:04||64Gc|2864K|8|00:00.001|0:0
38230888|SpaTrack_Array|FAILED|00:00:00|10:00:00|64Gn||4|00:00:00|1:0
38230888.batch|batch|FAILED|00:00:00||64Gn||4|00:00:00|1:0
38230888.extern|extern|COMPLETED|00:00:00||64Gn|2864K|4|00:00:00|0:0
38230889|SpaTrack_Array|FAILED|00:00:00|10:00:00|64Gn||4|00:00:00|1:0
38230889.batch|batch|FAILED|00:00:00||64Gn||4|00:00:00|1:0
38230889.extern|extern|COMPLETED|00:00:00||64Gn|2680K|4|00:00:00|0:0
38230890|SpaTrack_Array|FAILED|00:00:00|10:00:00|64Gn||4|00:00:00|1:0
38230890.batch|batch|FAILED|00:00:00||64Gn||4|00:00:00|1:0
38230890.extern|extern|COMPLETED|00:00:00||64Gn|2680K|4|00:00:00|0:0
38230891|SpaTrack_Array|FAILED|00:00:00|10:00:00|64Gn||4|00:00.001|1:0
38230891.batch|batch|FAILED|00:00:00||64Gn||4|00:00:00|1:0
38230891.extern|extern|COMPLETED|00:00:00||64Gn|2680K|4|00:00.001|0:0
38230892|SpaTrack_Array|FAILED|00:00:00|10:00:00|64Gn||4|00:00.001|1:0
38230892.batch|batch|FAILED|00:00:00||64Gn||4|00:00:00|1:0
38230892.extern|extern|COMPLETED|00:00:00||64Gn|2864K|4|00:00.001|0:0
38230893|SpaTrack_Array|FAILED|00:00:00|10:00:00|64Gn||4|00:00:00|1:0
38230893.batch|batch|FAILED|00:00:00||64Gn||4|00:00:00|1:0
38230893.extern|extern|COMPLETED|00:00:00||64Gn|2864K|4|00:00:00|0:0
38230894|SpaTrack_Array|FAILED|00:00:00|10:00:00|64Gn||4|00:00.001|1:0
38230894.batch|batch|FAILED|00:00:00||64Gn||4|00:00:00|1:0
38230894.extern|extern|COMPLETED|00:00:00||64Gn|2864K|4|00:00.001|0:0
38230895|SpaTrack_Array|FAILED|00:00:00|10:00:00|64Gn||4|00:00.001|1:0
38230895.batch|batch|FAILED|00:00:00||64Gn||4|00:00:00|1:0
38230895.extern|extern|COMPLETED|00:00:00||64Gn|3456K|4|00:00.001|0:0
38230896|SpaTrack_Array|FAILED|00:00:00|10:00:00|64Gn||4|00:00:00|1:0
38230896.batch|batch|FAILED|00:00:00||64Gn||4|00:00:00|1:0
38230896.extern|extern|COMPLETED|00:00:00||64Gn|2864K|4|00:00:00|0:0
38230897|SpaTrack_Array|FAILED|00:00:00|10:00:00|64Gn||4|00:00:00|1:0
38230897.batch|batch|FAILED|00:00:00||64Gn||4|00:00:00|1:0
38230897.extern|extern|COMPLETED|00:00:00||64Gn|2864K|4|00:00:00|0:0
38230898|SpaTrack_Array|FAILED|00:00:00|10:00:00|64Gn||4|00:00:00|1:0
38230898.batch|batch|FAILED|00:00:00||64Gn||4|00:00:00|1:0
38230898.extern|extern|COMPLETED|00:00:00||64Gn|2864K|4|00:00:00|0:0
38230899|SpaTrack_Array|FAILED|00:00:00|10:00:00|64Gn||4|00:00:00|1:0
38230899.batch|batch|FAILED|00:00:00||64Gn||4|00:00:00|1:0
38230899.extern|extern|COMPLETED|00:00:00||64Gn|2864K|4|00:00:00|0:0
38230900|SpaTrack_Array|FAILED|00:00:01|10:00:00|64Gn||4|00:00:00|1:0
38230900.batch|batch|FAILED|00:00:01||64Gn||4|00:00:00|1:0
38230900.extern|extern|COMPLETED|00:00:01||64Gn|2864K|4|00:00:00|0:0
38230901|SpaTrack_Array|FAILED|00:00:00|10:00:00|64Gn||4|00:00:00|1:0
38230901.batch|batch|FAILED|00:00:00||64Gn||4|00:00:00|1:0
38230901.extern|extern|COMPLETED|00:00:01||64Gn|2864K|4|00:00:00|0:0
38230902|SpaTrack_Array|FAILED|00:00:00|10:00:00|64Gn||4|00:00:00|1:0
38230902.batch|batch|FAILED|00:00:00||64Gn||4|00:00:00|1:0
38230902.extern|extern|COMPLETED|00:00:01||64Gn|2864K|4|00:00:00|0:0
38230903|SpaTrack_Array|FAILED|00:00:01|10:00:00|64Gn||4|00:00:00|1:0
38230903.batch|batch|FAILED|00:00:01||64Gn||4|00:00:00|1:0
38230903.extern|extern|COMPLETED|00:00:01||64Gn|348K|4|00:00:00|0:0
38247029|ood-r-4.4.1-foss-2023b|TIMEOUT|12:00:01|12:00:00|64Gc||8|00:30.852|0:0
38247029.batch|batch|CANCELLED|12:00:02||64Gc|2168368K|8|00:30.851|0:15
38247029.extern|extern|COMPLETED|12:00:01||64Gc|2864K|8|00:00.001|0:0
38247284|SpaTrack_Array|FAILED|00:00:00|10:00:00|64Gn||4|00:00:00|1:0
38247284.batch|batch|FAILED|00:00:00||64Gn||4|00:00:00|1:0
38247284.extern|extern|COMPLETED|00:00:00||64Gn|2864K|4|00:00:00|0:0
38247285|SpaTrack_Array|FAILED|00:00:00|10:00:00|64Gn||4|00:00:00|1:0
38247285.batch|batch|FAILED|00:00:00||64Gn||4|00:00:00|1:0
38247285.extern|extern|COMPLETED|00:00:00||64Gn|2864K|4|00:00:00|0:0
38247286|SpaTrack_Array|FAILED|00:00:00|10:00:00|64Gn||4|00:00:00|1:0
38247286.batch|batch|FAILED|00:00:00||64Gn||4|00:00:00|1:0
38247286.extern|extern|COMPLETED|00:00:00||64Gn|2864K|4|00:00:00|0:0
38247287|SpaTrack_Array|FAILED|00:00:00|10:00:00|64Gn||4|00:00:00|1:0
38247287.batch|batch|FAILED|00:00:00||64Gn||4|00:00:00|1:0
38247287.extern|extern|COMPLETED|00:00:01||64Gn|3456K|4|00:00:00|0:0
38247288|SpaTrack_Array|FAILED|00:00:00|10:00:00|64Gn||4|00:00:00|1:0
38247288.batch|batch|FAILED|00:00:00||64Gn||4|00:00:00|1:0
38247288.extern|extern|COMPLETED|00:00:01||64Gn|4K|4|00:00:00|0:0
38247289|SpaTrack_Array|FAILED|00:00:00|10:00:00|64Gn||4|00:00.001|1:0
38247289.batch|batch|FAILED|00:00:00||64Gn||4|00:00:00|1:0
38247289.extern|extern|COMPLETED|00:00:01||64Gn|3460K|4|00:00.001|0:0
38247290|SpaTrack_Array|FAILED|00:00:00|10:00:00|64Gn||4|00:00.001|1:0
38247290.batch|batch|FAILED|00:00:00||64Gn||4|00:00:00|1:0
38247290.extern|extern|COMPLETED|00:00:01||64Gn|3456K|4|00:00.001|0:0
38247291|SpaTrack_Array|FAILED|00:00:01|10:00:00|64Gn||4|00:00:00|1:0
38247291.batch|batch|FAILED|00:00:01||64Gn||4|00:00:00|1:0
38247291.extern|extern|COMPLETED|00:00:01||64Gn|4K|4|00:00:00|0:0
38247292|SpaTrack_Array|FAILED|00:00:00|10:00:00|64Gn||4|00:00.001|1:0
38247292.batch|batch|FAILED|00:00:00||64Gn||4|00:00:00|1:0
38247292.extern|extern|COMPLETED|00:00:01||64Gn|3456K|4|00:00.001|0:0
38247293|SpaTrack_Array|FAILED|00:00:01|10:00:00|64Gn||4|00:00.001|1:0
38247293.batch|batch|FAILED|00:00:01||64Gn||4|00:00:00|1:0
38247293.extern|extern|COMPLETED|00:00:01||64Gn|4K|4|00:00.001|0:0
38247294|SpaTrack_Array|FAILED|00:00:01|10:00:00|64Gn||4|00:00.001|1:0
38247294.batch|batch|FAILED|00:00:01||64Gn||4|00:00:00|1:0
38247294.extern|extern|COMPLETED|00:00:01||64Gn|3620K|4|00:00.001|0:0
38247295|SpaTrack_Array|FAILED|00:00:00|10:00:00|64Gn||4|00:00:00|1:0
38247295.batch|batch|FAILED|00:00:00||64Gn||4|00:00:00|1:0
38247295.extern|extern|COMPLETED|00:00:00||64Gn|2864K|4|00:00:00|0:0
38247296|SpaTrack_Array|FAILED|00:00:00|10:00:00|64Gn||4|00:00:00|1:0
38247296.batch|batch|FAILED|00:00:00||64Gn||4|00:00:00|1:0
38247296.extern|extern|COMPLETED|00:00:00||64Gn|2864K|4|00:00:00|0:0
38247297|SpaTrack_Array|FAILED|00:00:00|10:00:00|64Gn||4|00:00.001|1:0
38247297.batch|batch|FAILED|00:00:00||64Gn||4|00:00:00|1:0
